idx,default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_emp_since,installment_as_income_perc,sex,marriage,other_debtors,present_res_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker,rank_svm_saw
295,0,no checking account,48,critical account/ other credits existing (not at this bank),business,7629,unknown/ no savings account,.. >= 7 years,4,male , divorced/separated,none,2,"if not A121/A122 : car or other, not in attribute 6",46,bank,own,2,management/ self-employed/ highly qualified employee/ officer,2,none,yes,
296,1,0 <= ... < 200 DM,48,existing credits paid back duly till now,radio/television,9960,... < 100 DM,... < 1 year ,1,female , divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
297,0,no checking account,12,existing credits paid back duly till now,car (used),4675,unknown/ no savings account,... < 1 year ,1,female , divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",20,none,rent,1,skilled employee / official,1,none,yes,
298,0,no checking account,10,existing credits paid back duly till now,car (new),1287,unknown/ no savings account,.. >= 7 years,4,male , single,co-applicant,2,if not A121 : building society savings agreement/ life insurance,45,none,own,1,unskilled - resident,1,none,no,
299,0,no checking account,18,existing credits paid back duly till now,radio/television,2515,... < 100 DM,1 <= ... < 4 years,3,male , single,none,4,real estate,43,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
300,0,0 <= ... < 200 DM,21,critical account/ other credits existing (not at this bank),radio/television,2745,.. >= 1000 DM ,4 <= ... < 7 years,3,male , single,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
301,0,no checking account,6,existing credits paid back duly till now,car (new),672,... < 100 DM,unemployed,1,female , divorced/separated/married,none,4,real estate,54,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name ",yes,
302,1,0 <= ... < 200 DM,36,no credits taken/ all credits paid back duly,domestic appliances,3804,... < 100 DM,1 <= ... < 4 years,4,female , divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
303,1,>= 200 DM / salary assignments for at least 1 year,24,critical account/ other credits existing (not at this bank),car (new),1344,unknown/ no savings account,4 <= ... < 7 years,4,male , single,none,2,real estate,37,bank,own,2,unskilled - resident,2,none,yes,
304,0,< 0 DM,10,critical account/ other credits existing (not at this bank),car (new),1038,... < 100 DM,4 <= ... < 7 years,4,male , single,co-applicant,3,if not A121 : building society savings agreement/ life insurance,49,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes,
305,1,no checking account,48,critical account/ other credits existing (not at this bank),car (new),10127,500 <= ... < 1000 DM ,1 <= ... < 4 years,2,male , single,none,2,unknown / no property,44,bank,for free,1,skilled employee / official,1,none,yes,
306,0,no checking account,6,existing credits paid back duly till now,radio/television,1543,.. >= 1000 DM ,1 <= ... < 4 years,4,male , divorced/separated,none,2,real estate,33,none,own,1,skilled employee / official,1,none,yes,
307,0,no checking account,30,existing credits paid back duly till now,car (used),4811,unknown/ no savings account,4 <= ... < 7 years,2,female , divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,24,stores,rent,1,unskilled - resident,1,none,yes,
308,1,< 0 DM,12,existing credits paid back duly till now,domestic appliances,727,100 <= ... < 500 DM,... < 1 year ,4,male , married/widowed,none,3,unknown / no property,33,none,own,1,unskilled - resident,1,"yes, registered under the customers name ",yes,
309,1,0 <= ... < 200 DM,8,existing credits paid back duly till now,radio/television,1237,... < 100 DM,1 <= ... < 4 years,3,female , divorced/separated/married,none,4,real estate,24,none,own,1,skilled employee / official,1,none,yes,
310,0,0 <= ... < 200 DM,9,existing credits paid back duly till now,car (new),276,... < 100 DM,1 <= ... < 4 years,4,male , married/widowed,none,4,real estate,22,none,rent,1,unskilled - resident,1,none,yes,
311,0,0 <= ... < 200 DM,48,existing credits paid back duly till now,furniture/equipment,5381,unknown/ no savings account,unemployed,3,male , single,none,4,unknown / no property,40,bank,for free,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name ",yes,
312,0,no checking account,24,existing credits paid back duly till now,radio/television,5511,100 <= ... < 500 DM,1 <= ... < 4 years,4,male , single,none,1,"if not A121/A122 : car or other, not in attribute 6",25,stores,own,1,skilled employee / official,1,none,yes,
313,0,>= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,radio/television,3749,... < 100 DM,... < 1 year ,2,female , divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",26,none,own,1,skilled employee / official,1,none,yes,
314,1,0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),685,... < 100 DM,4 <= ... < 7 years,2,male , married/widowed,none,3,"if not A121/A122 : car or other, not in attribute 6",25,bank,own,1,unskilled - resident,1,none,yes,
315,0,>= 200 DM / salary assignments for at least 1 year,4,existing credits paid back duly till now,car (new),1494,unknown/ no savings account,... < 1 year ,1,male , single,none,2,real estate,29,none,own,1,unskilled - resident,2,none,no,
316,1,< 0 DM,36,all credits at this bank paid back duly,radio/television,2746,... < 100 DM,.. >= 7 years,4,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",31,bank,own,1,skilled employee / official,1,none,yes,
317,0,< 0 DM,12,existing credits paid back duly till now,radio/television,708,... < 100 DM,1 <= ... < 4 years,2,male , single,guarantor,3,if not A121 : building society savings agreement/ life insurance,38,none,own,1,unskilled - resident,2,none,yes,
318,0,0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,4351,unknown/ no savings account,1 <= ... < 4 years,1,female , divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,48,none,own,1,unskilled - resident,1,"yes, registered under the customers name ",yes,
319,0,no checking account,12,critical account/ other credits existing (not at this bank),(vacation - does not exist?),701,... < 100 DM,1 <= ... < 4 years,4,male , single,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,skilled employee / official,1,none,yes,
320,0,< 0 DM,15,delay in paying off in the past,radio/television,3643,... < 100 DM,.. >= 7 years,1,female , divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,27,none,own,2,unskilled - resident,1,none,yes,
321,1,0 <= ... < 200 DM,30,critical account/ other credits existing (not at this bank),car (new),4249,... < 100 DM,unemployed,4,male , married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,
322,1,< 0 DM,24,existing credits paid back duly till now,domestic appliances,1938,... < 100 DM,... < 1 year ,4,male , divorced/separated,none,3,if not A121 : building society savings agreement/ life insurance,32,none,own,1,skilled employee / official,1,none,yes,
323,0,< 0 DM,24,existing credits paid back duly till now,car (used),2910,... < 100 DM,4 <= ... < 7 years,2,male , single,none,1,unknown / no property,34,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,
324,0,< 0 DM,18,existing credits paid back duly till now,radio/television,2659,.. >= 1000 DM ,1 <= ... < 4 years,4,male , single,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,none,yes,
325,0,no checking account,18,critical account/ other credits existing (not at this bank),car (new),1028,... < 100 DM,1 <= ... < 4 years,4,female , divorced/separated/married,none,3,real estate,36,none,own,2,skilled employee / official,1,none,yes,
326,0,< 0 DM,8,critical account/ other credits existing (not at this bank),car (new),3398,... < 100 DM,4 <= ... < 7 years,1,male , single,none,4,real estate,39,none,own,2,unskilled - resident,1,none,no,
327,0,no checking account,12,critical account/ other credits existing (not at this bank),radio/television,5801,unknown/ no savings account,.. >= 7 years,2,male , single,none,4,if not A121 : building society savings agreement/ life insurance,49,none,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes,
328,0,no checking account,24,existing credits paid back duly till now,car (new),1525,.. >= 1000 DM ,4 <= ... < 7 years,4,female , divorced/separated/married,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,2,"yes, registered under the customers name ",yes,
329,0,>= 200 DM / salary assignments for at least 1 year,36,existing credits paid back duly till now,domestic appliances,4473,... < 100 DM,.. >= 7 years,4,male , single,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,none,yes,
330,0,0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,1068,... < 100 DM,.. >= 7 years,4,male , single,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,skilled employee / official,2,none,yes,
331,0,< 0 DM,24,critical account/ other credits existing (not at this bank),car (used),6615,... < 100 DM,unemployed,2,male , single,none,4,unknown / no property,75,none,for free,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,
332,1,no checking account,18,critical account/ other credits existing (not at this bank),(vacation - does not exist?),1864,100 <= ... < 500 DM,1 <= ... < 4 years,4,female , divorced/separated/married,none,2,real estate,30,none,own,2,skilled employee / official,1,none,yes,
333,1,0 <= ... < 200 DM,60,existing credits paid back duly till now,car (new),7408,100 <= ... < 500 DM,... < 1 year ,4,female , divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,24,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,
334,1,no checking account,48,critical account/ other credits existing (not at this bank),car (used),11590,100 <= ... < 500 DM,1 <= ... < 4 years,2,female , divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",24,bank,rent,2,unskilled - resident,1,none,yes,
335,1,< 0 DM,24,no credits taken/ all credits paid back duly,radio/television,4110,... < 100 DM,.. >= 7 years,3,male , single,none,4,unknown / no property,23,bank,rent,2,skilled employee / official,2,none,yes,
336,1,< 0 DM,6,critical account/ other credits existing (not at this bank),radio/television,3384,... < 100 DM,1 <= ... < 4 years,1,male , divorced/separated,none,4,real estate,44,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes,
337,0,0 <= ... < 200 DM,13,existing credits paid back duly till now,domestic appliances,2101,... < 100 DM,... < 1 year ,2,female , divorced/separated/married,guarantor,4,if not A121 : building society savings agreement/ life insurance,23,none,own,1,unskilled - resident,1,none,yes,
338,1,< 0 DM,15,existing credits paid back duly till now,repairs,1275,unknown/ no savings account,1 <= ... < 4 years,4,female , divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,rent,1,skilled employee / official,1,none,yes,
