idx,status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account/bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,sex,other_debtors/guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
869,0,36,existing_credits_paid_back_duly_till_now,business,7409,0,4,3,male_single,male,none,2,building_society_savings_agreement/life_insurance,37,none,own,2,2,1,0,1,1
870,1,12,existing_credits_paid_back_duly_till_now,furniture/equipment,652,1,4,4,female_divorced/separated/married,female,none,4,building_society_savings_agreement/life_insurance,24,none,rent,1,2,1,0,1,1
871,0,36,delay_in_paying_off_in_the_past,furniture/equipment,7678,3,3,2,female_divorced/separated/married,female,none,4,car_or_other,40,none,own,2,2,1,1,1,1
872,3,6,critical_account/other_credits_existing_not_at_this_bank,car_(new),1343,1,4,1,male_single,male,none,4,real_estate,46,none,own,2,2,2,0,0,1
873,1,24,critical_account/other_credits_existing_not_at_this_bank,business,1382,2,3,4,male_single,male,none,1,real_estate,26,none,own,2,2,1,1,1,1
874,0,15,existing_credits_paid_back_duly_till_now,domestic_appliances,874,0,1,4,female_divorced/separated/married,female,none,1,real_estate,24,none,own,1,2,1,0,1,1
875,1,12,existing_credits_paid_back_duly_till_now,furniture/equipment,3590,1,2,2,male_single,male,co-applicant,2,building_society_savings_agreement/life_insurance,29,none,own,1,1,2,0,1,1
876,2,11,critical_account/other_credits_existing_not_at_this_bank,car_(new),1322,4,2,4,female_divorced/separated/married,female,none,4,car_or_other,40,none,own,2,2,1,0,1,1
877,1,18,all_credits_at_this_bank_paid_back_duly,radio/television,1940,1,1,3,male_single,male,co-applicant,4,unknown/no_property,36,bank,for free,1,3,1,1,1,1
878,0,36,existing_credits_paid_back_duly_till_now,radio/television,3595,1,4,4,male_single,male,none,2,car_or_other,28,none,own,1,2,1,0,1,1
879,1,9,existing_credits_paid_back_duly_till_now,car_(new),1422,1,1,3,male_single,male,none,2,unknown/no_property,27,none,for free,1,3,1,1,1,0
880,0,30,critical_account/other_credits_existing_not_at_this_bank,radio/television,6742,0,3,2,male_single,male,none,3,building_society_savings_agreement/life_insurance,36,none,own,2,2,1,0,1,1
881,0,24,existing_credits_paid_back_duly_till_now,car_(used),7814,1,3,3,male_single,male,none,3,car_or_other,38,none,own,1,3,1,1,1,1
882,0,24,existing_credits_paid_back_duly_till_now,car_(used),9277,0,2,2,male_divorced/separated,male,none,4,unknown/no_property,48,none,for free,1,2,1,1,1,1
883,2,30,critical_account/other_credits_existing_not_at_this_bank,car_(new),2181,0,4,4,male_single,male,none,4,real_estate,36,none,own,2,2,1,0,1,1
884,0,18,critical_account/other_credits_existing_not_at_this_bank,radio/television,1098,1,0,4,female_divorced/separated/married,female,none,4,car_or_other,65,none,own,2,0,1,0,1,1
885,2,24,existing_credits_paid_back_duly_till_now,furniture/equipment,4057,1,3,3,male_divorced/separated,male,none,3,car_or_other,43,none,own,1,2,1,1,1,0
886,1,12,existing_credits_paid_back_duly_till_now,education,795,1,1,4,female_divorced/separated/married,female,none,4,building_society_savings_agreement/life_insurance,53,none,own,1,2,1,0,1,0
887,2,24,critical_account/other_credits_existing_not_at_this_bank,business,2825,0,3,4,male_single,male,none,3,unknown/no_property,34,none,own,2,2,2,1,1,1
888,2,48,existing_credits_paid_back_duly_till_now,business,15672,1,2,2,male_single,male,none,2,car_or_other,23,none,own,1,2,1,1,1,0
889,0,36,critical_account/other_credits_existing_not_at_this_bank,car_(new),6614,1,4,4,male_single,male,none,4,car_or_other,34,none,own,2,3,1,1,1,1
890,0,28,all_credits_at_this_bank_paid_back_duly,car_(used),7824,0,1,3,male_single,male,guarantor,4,real_estate,40,bank,rent,2,2,2,1,1,1
891,1,27,critical_account/other_credits_existing_not_at_this_bank,business,2442,1,4,4,male_single,male,none,4,car_or_other,43,stores,own,4,3,2,1,1,1
892,0,15,critical_account/other_credits_existing_not_at_this_bank,radio/television,1829,1,4,4,male_single,male,none,4,car_or_other,46,none,own,2,2,1,1,1,1
893,1,12,critical_account/other_credits_existing_not_at_this_bank,car_(new),2171,1,2,4,male_single,male,none,4,building_society_savings_agreement/life_insurance,38,bank,own,2,1,1,0,0,1
894,2,36,critical_account/other_credits_existing_not_at_this_bank,car_(used),5800,1,2,3,male_single,male,none,4,car_or_other,34,none,own,2,2,1,1,1,1
895,0,18,critical_account/other_credits_existing_not_at_this_bank,radio/television,1169,0,2,4,male_single,male,none,3,building_society_savings_agreement/life_insurance,29,none,own,2,2,1,1,1,1
896,0,36,delay_in_paying_off_in_the_past,car_(used),8947,0,3,3,male_single,male,none,2,car_or_other,31,stores,own,1,3,2,1,1,1
897,1,21,existing_credits_paid_back_duly_till_now,radio/television,2606,1,1,4,female_divorced/separated/married,female,none,4,building_society_savings_agreement/life_insurance,28,none,rent,1,3,1,1,1,1
898,0,12,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,1592,4,3,3,female_divorced/separated/married,female,none,2,building_society_savings_agreement/life_insurance,35,none,own,1,2,1,0,0,1
899,0,15,existing_credits_paid_back_duly_till_now,furniture/equipment,2186,0,3,1,female_divorced/separated/married,female,none,4,real_estate,33,bank,rent,1,1,1,0,1,1
900,1,18,existing_credits_paid_back_duly_till_now,furniture/equipment,4153,1,2,2,male_single,male,co-applicant,3,car_or_other,42,none,own,1,2,1,0,1,0
901,1,16,critical_account/other_credits_existing_not_at_this_bank,car_(new),2625,1,4,2,male_single,male,guarantor,4,building_society_savings_agreement/life_insurance,43,bank,rent,1,2,1,1,1,0
902,0,20,critical_account/other_credits_existing_not_at_this_bank,car_(new),3485,0,1,2,male_divorced/separated,male,none,4,real_estate,44,none,own,2,2,1,1,1,1
903,0,36,critical_account/other_credits_existing_not_at_this_bank,car_(used),10477,0,4,2,male_single,male,none,4,unknown/no_property,42,none,for free,2,2,1,0,1,1
904,0,15,existing_credits_paid_back_duly_till_now,radio/television,1386,0,2,4,male_married/widowed,male,none,2,real_estate,40,none,rent,1,2,1,1,1,1
905,0,24,existing_credits_paid_back_duly_till_now,radio/television,1278,1,4,4,male_single,male,none,1,real_estate,36,none,own,1,3,1,1,1,1
906,1,12,existing_credits_paid_back_duly_till_now,radio/television,1107,1,2,2,male_single,male,none,2,real_estate,20,none,rent,1,3,2,1,1,1
907,1,21,existing_credits_paid_back_duly_till_now,car_(new),3763,0,3,2,male_single,male,co-applicant,2,real_estate,24,none,own,1,1,1,0,0,1
908,2,36,existing_credits_paid_back_duly_till_now,education,3711,0,2,2,male_married/widowed,male,none,2,car_or_other,27,none,own,1,2,1,0,1,1
909,0,15,delay_in_paying_off_in_the_past,car_(used),3594,1,1,1,female_divorced/separated/married,female,none,2,building_society_savings_agreement/life_insurance,46,none,own,2,1,1,0,1,1
910,2,9,existing_credits_paid_back_duly_till_now,car_(new),3195,0,2,1,female_divorced/separated/married,female,none,2,real_estate,33,none,own,1,1,1,0,1,1
911,0,36,delay_in_paying_off_in_the_past,radio/television,4454,1,2,4,female_divorced/separated/married,female,none,4,real_estate,34,none,own,2,2,1,0,1,1
912,2,24,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,4736,1,1,2,female_divorced/separated/married,female,none,4,car_or_other,25,bank,own,1,1,1,0,1,0
913,2,30,existing_credits_paid_back_duly_till_now,radio/television,2991,0,4,2,female_divorced/separated/married,female,none,4,car_or_other,25,none,own,1,2,1,0,1,1
914,0,11,existing_credits_paid_back_duly_till_now,business,2142,4,4,1,male_divorced/separated,male,none,2,real_estate,28,none,own,1,2,1,1,1,1
915,1,24,all_credits_at_this_bank_paid_back_duly,business,3161,1,2,4,male_single,male,none,2,building_society_savings_agreement/life_insurance,31,none,rent,1,2,1,1,1,0
916,2,48,no_credits_taken/all_credits_paid_back_duly,others,18424,1,2,1,female_divorced/separated/married,female,none,2,building_society_savings_agreement/life_insurance,32,bank,own,1,3,1,1,0,0
917,0,10,existing_credits_paid_back_duly_till_now,car_(used),2848,2,2,1,male_single,male,co-applicant,2,real_estate,32,none,own,1,2,2,0,1,1
918,1,6,existing_credits_paid_back_duly_till_now,car_(new),14896,1,4,1,male_single,male,none,4,unknown/no_property,68,bank,own,1,3,1,1,1,0
919,1,24,existing_credits_paid_back_duly_till_now,furniture/equipment,2359,2,0,1,male_divorced/separated,male,none,1,building_society_savings_agreement/life_insurance,33,none,own,1,2,1,0,1,0
920,1,24,existing_credits_paid_back_duly_till_now,furniture/equipment,3345,1,4,4,male_single,male,none,2,building_society_savings_agreement/life_insurance,39,none,rent,1,3,1,1,1,0
921,0,18,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,1817,1,2,4,female_divorced/separated/married,female,none,2,unknown/no_property,28,none,own,2,2,1,0,1,1
922,0,48,delay_in_paying_off_in_the_past,radio/television,12749,3,3,4,male_single,male,none,1,car_or_other,37,none,own,1,3,1,1,1,1
923,1,9,existing_credits_paid_back_duly_till_now,radio/television,1366,1,1,3,female_divorced/separated/married,female,none,4,building_society_savings_agreement/life_insurance,22,none,rent,1,2,1,0,1,0
924,2,12,existing_credits_paid_back_duly_till_now,car_(new),2002,1,3,3,male_single,male,none,4,building_society_savings_agreement/life_insurance,30,none,rent,1,2,2,1,1,1
925,1,24,all_credits_at_this_bank_paid_back_duly,furniture/equipment,6872,1,1,2,male_divorced/separated,male,none,1,building_society_savings_agreement/life_insurance,55,bank,own,1,2,1,1,1,0
926,1,12,all_credits_at_this_bank_paid_back_duly,car_(new),697,1,1,4,male_single,male,none,2,car_or_other,46,bank,own,2,2,1,1,1,0
927,1,18,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,1049,1,1,4,female_divorced/separated/married,female,none,4,building_society_savings_agreement/life_insurance,21,none,rent,1,2,1,0,1,1
928,1,48,existing_credits_paid_back_duly_till_now,car_(used),10297,1,3,4,male_single,male,none,4,unknown/no_property,39,stores,for free,3,2,2,1,1,0
929,0,30,existing_credits_paid_back_duly_till_now,radio/television,1867,0,4,4,male_single,male,none,4,car_or_other,58,none,own,1,2,1,1,1,1
930,1,12,delay_in_paying_off_in_the_past,car_(new),1344,1,2,4,male_single,male,none,2,real_estate,43,none,own,2,1,2,0,1,1
931,1,24,existing_credits_paid_back_duly_till_now,furniture/equipment,1747,1,1,4,male_single,male,co-applicant,1,building_society_savings_agreement/life_insurance,24,none,own,1,1,1,0,0,1
932,2,9,existing_credits_paid_back_duly_till_now,radio/television,1670,1,1,4,female_divorced/separated/married,female,none,2,car_or_other,22,none,own,1,2,1,1,1,0
933,0,9,critical_account/other_credits_existing_not_at_this_bank,car_(new),1224,1,2,3,male_single,male,none,1,real_estate,30,none,own,2,2,1,0,1,1
934,0,12,critical_account/other_credits_existing_not_at_this_bank,radio/television,522,3,4,4,male_single,male,none,4,building_society_savings_agreement/life_insurance,42,none,own,2,2,2,1,1,1
935,1,12,existing_credits_paid_back_duly_till_now,radio/television,1498,1,2,4,female_divorced/separated/married,female,none,1,car_or_other,23,bank,own,1,2,1,0,1,1
936,2,30,delay_in_paying_off_in_the_past,radio/television,1919,2,1,4,male_single,male,none,3,unknown/no_property,30,stores,own,2,3,1,0,1,0
937,3,9,existing_credits_paid_back_duly_till_now,radio/television,745,1,2,3,female_divorced/separated/married,female,none,2,real_estate,28,none,own,1,1,1,0,1,0
938,2,6,existing_credits_paid_back_duly_till_now,radio/television,2063,1,1,4,male_married/widowed,male,none,3,car_or_other,30,none,rent,1,3,1,1,1,1
939,2,60,existing_credits_paid_back_duly_till_now,education,6288,1,2,4,male_single,male,none,4,unknown/no_property,42,none,for free,1,2,1,0,1,0
940,0,24,critical_account/other_credits_existing_not_at_this_bank,car_(used),6842,0,2,2,male_single,male,none,4,building_society_savings_agreement/life_insurance,46,none,own,2,3,2,1,1,1
941,0,12,existing_credits_paid_back_duly_till_now,car_(new),3527,0,1,2,male_single,male,none,3,building_society_savings_agreement/life_insurance,45,none,own,1,3,2,1,1,1
942,0,10,existing_credits_paid_back_duly_till_now,car_(new),1546,1,2,3,male_single,male,none,2,real_estate,31,none,own,1,1,2,0,0,1
943,0,24,existing_credits_paid_back_duly_till_now,furniture/equipment,929,0,3,4,male_single,male,none,2,car_or_other,31,stores,own,1,2,1,1,1,1
944,0,4,critical_account/other_credits_existing_not_at_this_bank,car_(new),1455,1,3,2,male_single,male,none,1,real_estate,42,none,own,3,1,2,0,1,1
945,1,15,existing_credits_paid_back_duly_till_now,furniture/equipment,1845,1,1,4,female_divorced/separated/married,female,guarantor,1,building_society_savings_agreement/life_insurance,46,none,rent,1,2,1,0,1,1
946,2,48,no_credits_taken/all_credits_paid_back_duly,car_(new),8358,3,1,1,female_divorced/separated/married,female,none,1,car_or_other,30,none,own,2,2,1,0,1,1
947,1,24,all_credits_at_this_bank_paid_back_duly,furniture/equipment,3349,3,1,4,male_single,male,none,4,unknown/no_property,30,none,for free,1,2,2,1,1,0
948,0,12,existing_credits_paid_back_duly_till_now,car_(new),2859,0,0,4,male_single,male,none,4,unknown/no_property,38,none,own,1,3,1,1,1,1
949,0,18,existing_credits_paid_back_duly_till_now,furniture/equipment,1533,1,1,4,male_married/widowed,male,co-applicant,1,building_society_savings_agreement/life_insurance,43,none,own,1,1,2,0,1,0
950,0,24,existing_credits_paid_back_duly_till_now,radio/television,3621,2,4,2,male_single,male,none,4,car_or_other,31,none,own,2,2,1,0,1,0
951,2,18,critical_account/other_credits_existing_not_at_this_bank,business,3590,1,0,3,male_married/widowed,male,none,3,car_or_other,40,none,own,3,0,2,1,1,1
952,1,36,delay_in_paying_off_in_the_past,business,2145,1,3,2,male_single,male,none,1,car_or_other,24,none,own,2,2,1,1,1,0
953,2,24,existing_credits_paid_back_duly_till_now,car_(used),4113,3,1,3,female_divorced/separated/married,female,none,4,car_or_other,28,none,rent,1,2,1,0,1,0
954,0,36,existing_credits_paid_back_duly_till_now,furniture/equipment,10974,1,0,4,female_divorced/separated/married,female,none,2,car_or_other,26,none,own,2,3,1,1,1,0
955,1,12,existing_credits_paid_back_duly_till_now,car_(new),1893,1,2,4,female_divorced/separated/married,female,guarantor,4,building_society_savings_agreement/life_insurance,29,none,own,1,2,1,1,1,1
956,1,24,critical_account/other_credits_existing_not_at_this_bank,radio/television,1231,4,4,4,female_divorced/separated/married,female,none,4,building_society_savings_agreement/life_insurance,57,none,rent,2,3,1,1,1,1
957,3,30,critical_account/other_credits_existing_not_at_this_bank,radio/television,3656,0,4,4,male_single,male,none,4,building_society_savings_agreement/life_insurance,49,stores,own,2,1,1,0,1,1
958,2,9,critical_account/other_credits_existing_not_at_this_bank,radio/television,1154,1,4,2,male_single,male,none,4,real_estate,37,none,own,3,1,1,0,1,1
959,1,28,existing_credits_paid_back_duly_till_now,car_(new),4006,1,2,3,male_single,male,none,2,car_or_other,45,none,own,1,1,1,0,1,0
960,2,24,existing_credits_paid_back_duly_till_now,furniture/equipment,3069,2,4,4,male_single,male,none,4,unknown/no_property,30,none,for free,1,2,1,0,1,1
961,0,6,critical_account/other_credits_existing_not_at_this_bank,radio/television,1740,1,4,2,male_married/widowed,male,none,2,real_estate,30,none,rent,2,2,1,0,1,1
962,2,21,delay_in_paying_off_in_the_past,car_(new),2353,1,2,1,male_divorced/separated,male,none,4,building_society_savings_agreement/life_insurance,47,none,own,2,2,1,0,1,1
963,0,15,existing_credits_paid_back_duly_till_now,car_(new),3556,0,2,3,male_single,male,none,2,unknown/no_property,29,none,own,1,2,1,0,1,1
964,0,24,existing_credits_paid_back_duly_till_now,radio/television,2397,3,4,3,male_single,male,none,2,car_or_other,35,bank,own,2,2,1,1,1,0
965,2,6,existing_credits_paid_back_duly_till_now,repairs,454,1,1,3,male_married/widowed,male,none,1,building_society_savings_agreement/life_insurance,22,none,own,1,1,1,0,1,1
966,2,30,existing_credits_paid_back_duly_till_now,radio/television,1715,0,2,4,female_divorced/separated/married,female,none,1,car_or_other,26,none,own,1,2,1,0,1,1
967,2,27,critical_account/other_credits_existing_not_at_this_bank,radio/television,2520,3,2,4,male_single,male,none,2,building_society_savings_agreement/life_insurance,23,none,own,2,1,1,0,1,0
968,0,15,existing_credits_paid_back_duly_till_now,radio/television,3568,1,4,4,female_divorced/separated/married,female,none,2,car_or_other,54,bank,rent,1,3,1,1,1,1
969,0,42,existing_credits_paid_back_duly_till_now,radio/television,7166,0,3,2,male_married/widowed,male,none,4,building_society_savings_agreement/life_insurance,29,none,rent,1,2,1,1,1,1
970,1,11,critical_account/other_credits_existing_not_at_this_bank,car_(new),3939,1,2,1,male_single,male,none,2,real_estate,40,none,own,2,1,2,0,1,1
971,2,15,existing_credits_paid_back_duly_till_now,repairs,1514,2,2,4,male_single,male,guarantor,2,real_estate,22,none,own,1,2,1,0,1,1
972,0,24,existing_credits_paid_back_duly_till_now,car_(new),7393,1,2,1,male_single,male,none,4,building_society_savings_agreement/life_insurance,43,none,own,1,1,2,0,1,1
973,1,24,all_credits_at_this_bank_paid_back_duly,car_(new),1193,1,0,1,female_divorced/separated/married,female,co-applicant,4,unknown/no_property,29,none,rent,2,0,1,0,1,0
974,1,60,existing_credits_paid_back_duly_till_now,business,7297,1,4,4,male_single,male,co-applicant,4,unknown/no_property,36,none,rent,1,2,1,0,1,0
975,0,30,critical_account/other_credits_existing_not_at_this_bank,radio/television,2831,1,2,4,female_divorced/separated/married,female,none,2,car_or_other,33,none,own,1,2,1,1,1,1
976,3,24,existing_credits_paid_back_duly_till_now,radio/television,1258,3,2,3,female_divorced/separated/married,female,none,3,car_or_other,57,none,own,1,1,1,0,1,1
977,2,6,existing_credits_paid_back_duly_till_now,radio/television,753,1,2,2,female_divorced/separated/married,female,guarantor,3,real_estate,64,none,own,1,2,1,0,1,1
978,2,18,delay_in_paying_off_in_the_past,business,2427,0,4,4,male_single,male,none,2,building_society_savings_agreement/life_insurance,42,none,own,2,2,1,0,1,1
979,0,24,delay_in_paying_off_in_the_past,car_(new),2538,1,4,4,male_single,male,none,4,car_or_other,47,none,own,2,1,2,0,1,0
980,2,15,all_credits_at_this_bank_paid_back_duly,car_(new),1264,2,2,2,male_married/widowed,male,none,2,building_society_savings_agreement/life_insurance,25,none,rent,1,2,1,0,1,0
981,2,30,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,8386,1,3,2,male_single,male,none,2,building_society_savings_agreement/life_insurance,49,none,own,1,2,1,0,1,0
982,0,48,existing_credits_paid_back_duly_till_now,business,4844,1,0,3,male_single,male,none,2,car_or_other,33,bank,rent,1,3,1,1,1,0
983,3,21,existing_credits_paid_back_duly_till_now,car_(new),2923,2,2,1,female_divorced/separated/married,female,none,1,car_or_other,28,bank,own,1,3,1,1,1,1
984,1,36,existing_credits_paid_back_duly_till_now,car_(used),8229,1,2,2,male_single,male,none,2,building_society_savings_agreement/life_insurance,26,none,own,1,2,2,0,1,0
985,0,24,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,2028,1,3,2,male_single,male,none,2,building_society_savings_agreement/life_insurance,30,none,own,2,1,1,0,1,1
986,1,15,critical_account/other_credits_existing_not_at_this_bank,furniture/equipment,1433,1,2,4,female_divorced/separated/married,female,none,3,building_society_savings_agreement/life_insurance,25,none,rent,2,2,1,0,1,1
987,3,42,no_credits_taken/all_credits_paid_back_duly,business,6289,1,1,2,male_divorced/separated,male,none,1,building_society_savings_agreement/life_insurance,33,none,own,2,2,1,0,1,1
988,0,13,existing_credits_paid_back_duly_till_now,radio/television,1409,2,0,2,female_divorced/separated/married,female,none,4,real_estate,64,none,own,1,2,1,0,1,1
989,1,24,existing_credits_paid_back_duly_till_now,car_(used),6579,1,0,4,male_single,male,none,2,unknown/no_property,29,none,for free,1,3,1,1,1,1
990,2,24,critical_account/other_credits_existing_not_at_this_bank,radio/television,1743,1,4,4,male_single,male,none,2,building_society_savings_agreement/life_insurance,48,none,own,2,1,1,0,1,1
991,0,12,critical_account/other_credits_existing_not_at_this_bank,education,3565,0,1,2,male_single,male,none,1,building_society_savings_agreement/life_insurance,37,none,own,2,1,2,0,1,1
992,0,15,all_credits_at_this_bank_paid_back_duly,radio/television,1569,2,4,4,male_single,male,none,4,car_or_other,34,bank,own,1,1,2,0,1,1
993,1,18,existing_credits_paid_back_duly_till_now,radio/television,1936,0,3,2,male_married/widowed,male,none,4,car_or_other,23,none,rent,2,1,1,0,1,1
994,1,36,existing_credits_paid_back_duly_till_now,furniture/equipment,3959,1,0,4,male_single,male,none,3,building_society_savings_agreement/life_insurance,30,none,own,1,3,1,1,1,1
995,0,12,existing_credits_paid_back_duly_till_now,car_(new),2390,0,4,4,male_single,male,none,3,car_or_other,50,none,own,1,2,1,1,1,1
996,0,12,existing_credits_paid_back_duly_till_now,furniture/equipment,1736,1,3,3,female_divorced/separated/married,female,none,4,real_estate,31,none,own,1,1,1,0,1,1
997,1,30,existing_credits_paid_back_duly_till_now,car_(used),3857,1,2,4,male_divorced/separated,male,none,4,building_society_savings_agreement/life_insurance,40,none,own,1,3,1,1,1,1
998,0,12,existing_credits_paid_back_duly_till_now,radio/television,804,1,4,4,male_single,male,none,4,car_or_other,38,none,own,1,2,1,0,1,1
999,1,45,existing_credits_paid_back_duly_till_now,radio/television,1845,1,2,4,male_single,male,none,4,unknown/no_property,23,none,for free,1,2,1,1,1,0
1000,2,45,critical_account/other_credits_existing_not_at_this_bank,car_(used),4576,2,0,3,male_single,male,none,4,car_or_other,27,none,own,1,2,1,0,1,1
